x,y
1.000000000000000000e+00,-2.516079033865027181e+00
1.001001001001001089e+00,-1.872108333811482339e+00
1.002002002002001957e+00,-1.990686907444789711e+00
1.003003003003003046e+00,-2.331617114509729749e+00
1.004004004004003914e+00,-2.573203845417083802e+00
1.005005005005005003e+00,-1.589258725048329213e+00
1.006006006006006093e+00,-2.161455008803499389e+00
1.007007007007006960e+00,-2.385836058086169942e+00
1.008008008008008050e+00,-2.187060456237529316e+00
1.009009009009008917e+00,-2.143279411921549027e+00
1.010010010010010006e+00,-2.677266981446995597e+00
1.011011011011011096e+00,-2.255608235338964818e+00
1.012012012012011963e+00,-1.835832914841282637e+00
1.013013013013013053e+00,-2.544739744815702753e+00
1.014014014014013920e+00,-1.310589062683952033e+00
1.015015015015015010e+00,-1.692877443306745278e+00
1.016016016016016099e+00,-1.580380584069571936e+00
1.017017017017016967e+00,-1.831925902899036451e+00
1.018018018018018056e+00,-2.240770289852674235e+00
1.019019019019018923e+00,-2.200343747615467915e+00
1.020020020020020013e+00,-2.014434696956079129e+00
1.021021021021021102e+00,-1.918476726629210871e+00
1.022022022022021970e+00,-1.562927866649372444e+00
1.023023023023023059e+00,-1.669538227707927147e+00
1.024024024024023927e+00,-2.520607965854778865e+00
1.025025025025025016e+00,-2.044472378455908679e+00
1.026026026026026106e+00,-1.977242751882678506e+00
1.027027027027026973e+00,-1.995632557048237832e+00
1.028028028028028062e+00,-2.272463602871507948e+00
1.029029029029028930e+00,-2.289389186064996196e+00
1.030030030030030019e+00,-1.654775546764637006e+00
1.031031031031031109e+00,-2.687233856888567640e+00
1.032032032032031976e+00,-2.680537497015452519e+00
1.033033033033033066e+00,-1.969367761003859796e+00
1.034034034034033933e+00,-1.595225068508852928e+00
1.035035035035035023e+00,-1.992515574462330630e+00
1.036036036036036112e+00,-1.647734975462075369e+00
1.037037037037036979e+00,-1.820261689074726519e+00
1.038038038038038069e+00,-1.582221939907614061e+00
1.039039039039038936e+00,-1.753929050015989199e+00
1.040040040040040026e+00,-2.544085713655038550e+00
1.041041041041041115e+00,-1.769061946316850875e+00
1.042042042042041983e+00,-1.892802478919635822e+00
1.043043043043043072e+00,-2.639219767914258163e+00
